seller_id,seller_code,first_name,last_name,email,bu_id,bu_name,branch_id,branch_code,hire_date,status,target_volume,seniority
SLR-ES-EE06494B,ES009,Sofia,Miller,sofia.miller@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2022-08-08,active,1005248,Junior
SLR-ES-D826B372,ES010,Carlos,Brown,carlos.brown@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2023-01-22,active,1181049,Senior
SLR-ES-EDDFAB80,ES011,Carlos,Williams,carlos.williams@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2019-11-02,active,1129689,Senior
SLR-ES-3DC677BB,ES012,José,Miller,josé.miller@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2020-12-21,active,4441911,Lead
SLR-ES-1CE49644,ES013,José,Brown,josé.brown@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2022-10-17,active,2871613,Manager
SLR-ES-38C32F1B,ES014,Antonio,Brown,antonio.brown@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2023-01-22,active,2159427,Manager
SLR-ES-87104601,ES015,Antonio,Martin,antonio.martin@esbank.com,BU-ES-FE910B,Commercial Banking,BR-ES-001,ES,2023-07-04,active,1749813,Lead
SLR-ES-6B8C4607,ES001,Juan,Johnson,juan.johnson@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2025-05-10,active,1891861,Lead
SLR-ES-3A28C029,ES002,Sofia,Wilson,sofia.wilson@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2022-10-15,active,4183886,Junior
SLR-ES-93E8D885,ES003,Ana,Jones,ana.jones@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2018-03-06,active,3876486,Lead
SLR-ES-90D0B1BA,ES004,Laura,Martin,laura.martin@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2020-06-27,active,4172187,Junior
SLR-ES-C8F21B1A,ES005,Sofia,Smith,sofia.smith@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2021-03-07,active,3203829,Lead
SLR-ES-CA6F5838,ES006,José,Johnson,josé.johnson@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2023-06-17,active,674025,Lead
SLR-ES-09C58BB6,ES007,Sofia,Smith,sofia.smith@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2017-06-20,active,1969606,Manager
SLR-ES-F1882C6E,ES008,Laura,Davis,laura.davis@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2022-11-27,active,2022441,Manager
SLR-ES-FA54D10D,ES009,Ana,Johnson,ana.johnson@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2020-10-02,active,3418908,Manager
SLR-ES-54E68B68,ES010,María,Garcia,maría.garcia@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2018-07-06,active,1377447,Senior
SLR-ES-E2351820,ES011,María,Miller,maría.miller@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2018-03-31,active,4656295,Lead
SLR-ES-103E3CD3,ES012,Carmen,Martin,carmen.martin@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2025-08-12,active,4315356,Junior
SLR-ES-09D3D9CF,ES013,María,Jones,maría.jones@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2022-05-26,active,1472420,Manager
SLR-ES-F27FF244,ES014,Laura,Smith,laura.smith@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2018-08-26,active,4375338,Manager
SLR-ES-606F3870,ES015,José,Brown,josé.brown@esbank.com,BU-ES-72F15C,Corporate Banking,BR-ES-001,ES,2020-03-18,active,3534825,Manager
SLR-ES-0C603015,ES001,Ana,Smith,ana.smith@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2023-09-29,active,2740230,Senior
SLR-ES-0E15D5E9,ES002,Miguel,Davis,miguel.davis@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2018-03-12,active,4566057,Junior
SLR-ES-E372611A,ES003,José,Wilson,josé.wilson@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2017-01-23,active,2507372,Senior
SLR-ES-559F4F1A,ES004,Miguel,Martin,miguel.martin@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2025-11-14,active,3922473,Junior
SLR-ES-8B4B89FC,ES005,Carlos,Johnson,carlos.johnson@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2020-11-06,active,1485377,Senior
SLR-ES-E876BF42,ES006,Ana,Jones,ana.jones@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2020-04-26,active,2793654,Manager
SLR-ES-08BAF012,ES007,Ana,Davis,ana.davis@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2023-04-17,active,4331802,Senior
SLR-ES-1E9AA22E,ES008,Carmen,Brown,carmen.brown@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2019-04-21,active,4763433,Senior
SLR-ES-BDEA9E00,ES009,Antonio,Jones,antonio.jones@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2017-05-12,active,3980789,Lead
SLR-ES-4C1FDBD5,ES010,Laura,Jones,laura.jones@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2016-10-28,active,521518,Lead
SLR-ES-15430398,ES011,Miguel,Wilson,miguel.wilson@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2019-07-10,active,4607400,Senior
SLR-ES-B55D6C8E,ES012,Ana,Martin,ana.martin@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2020-08-05,active,3395109,Lead
SLR-ES-98F12467,ES013,Laura,Martin,laura.martin@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2021-10-17,active,4319707,Lead
SLR-ES-5DCA9C6B,ES014,Carlos,Brown,carlos.brown@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2019-08-12,active,3712592,Senior
SLR-ES-09FA7271,ES015,Carmen,Smith,carmen.smith@esbank.com,BU-ES-AAF305,SME,BR-ES-001,ES,2022-06-16,active,4467612,Manager
